Date,"(38.0,-119.375)","(38.0,-118.75)",Inches/Month,,,,
3/1/2001,1.64E-05,1.32E-05,1.56064252,,,,
4/1/2001,2.63E-05,1.98E-05,2.352188976,,,,
5/1/2001,3.46E-05,2.39E-05,3.084377953,,,,
6/1/2001,2.56E-05,1.92E-05,2.285858268,,,,
7/1/2001,1.70E-05,1.41E-05,1.639729134,,,,
8/1/2001,1.07E-05,7.60E-06,0.964856693,,,,
9/1/2001,6.17E-06,4.13E-06,0.525543307,,,,
10/1/2001,4.31E-06,2.23E-06,0.344817638,,,,
11/1/2001,7.84E-06,5.42E-06,0.676573228,,,,
12/1/2001,7.05E-06,4.37E-06,0.602112756,,,,
1/1/2002,8.12E-06,5.80E-06,0.73392378,31.39712615,,,
2/1/2002,1.20E-05,8.95E-06,0.99768189,,,,
3/1/2002,1.82E-05,1.42E-05,1.708270866,,,,
4/1/2002,2.51E-05,1.86E-05,2.229732283,,,,
5/1/2002,3.35E-05,2.02E-05,2.831300787,,,,
6/1/2002,3.25E-05,1.92E-05,2.63792126,,,,
7/1/2002,2.10E-05,1.29E-05,1.78735748,,,,
8/1/2002,1.01E-05,4.28E-06,0.758177008,,,,
9/1/2002,6.41E-06,3.22E-06,0.49135748,,,,
10/1/2002,4.04E-06,2.75E-06,0.35799874,,,,
11/1/2002,8.16E-06,5.44E-06,0.69392126,,,,
12/1/2002,8.47E-06,4.49E-06,0.683308346,,,,
1/1/2003,6.68E-06,5.62E-06,0.648510236,36.58899063,,,
2/1/2003,1.40E-05,9.65E-06,1.126261417,,,,
3/1/2003,2.11E-05,1.67E-05,1.992982677,,,,
4/1/2003,2.49E-05,1.94E-05,2.260346457,,,,
5/1/2003,3.65E-05,2.66E-05,3.326910236,,,,
6/1/2003,3.77E-05,2.32E-05,3.107338583,,,,
7/1/2003,2.48E-05,1.74E-05,2.224970079,,,,
8/1/2003,1.73E-05,1.26E-05,1.576459843,,,,
9/1/2003,9.47E-06,6.18E-06,0.798519685,,,,
10/1/2003,4.06E-06,1.80E-06,0.308965039,,,,
11/1/2003,7.69E-06,3.92E-06,0.592384252,,,,
12/1/2003,7.23E-06,4.21E-06,0.603167244,,,,
1/1/2004,7.32E-06,4.43E-06,0.619511811,32.67837655,,,
2/1/2004,1.31E-05,8.47E-06,1.063893543,,,,
3/1/2004,1.80E-05,1.86E-05,1.929713386,,,,
4/1/2004,2.61E-05,1.89E-05,2.296062992,,,,
5/1/2004,2.98E-05,1.96E-05,2.604585827,,,,
6/1/2004,2.92E-05,1.85E-05,2.433826772,,,,
7/1/2004,1.94E-05,1.21E-05,1.660818898,,,,
8/1/2004,1.27E-05,6.76E-06,1.026017008,,,,
9/1/2004,7.69E-06,3.56E-06,0.574015748,,,,
10/1/2004,8.65E-06,4.92E-06,0.715470236,,,,
11/1/2004,1.13E-05,6.09E-06,0.887300787,,,,
12/1/2004,9.63E-06,5.46E-06,0.795611339,,,,
1/1/2005,7.60E-06,3.92E-06,0.607385197,45.05102966,,,
2/1/2005,1.15E-05,8.10E-06,0.933392126,,,,
3/1/2005,1.71E-05,1.88E-05,1.892806299,,,,
4/1/2005,2.18E-05,2.89E-05,2.586897638,,,,
5/1/2005,3.65E-05,3.76E-05,3.90687874,,,,
6/1/2005,4.27E-05,3.84E-05,4.138015748,,,,
7/1/2005,4.34E-05,3.04E-05,3.891061417,,,,
8/1/2005,2.16E-05,1.76E-05,2.06679685,,,,
9/1/2005,1.17E-05,9.69E-06,1.091395276,,,,
10/1/2005,6.44E-06,4.35E-06,0.568896378,,,,
11/1/2005,5.19E-06,3.98E-06,0.467886614,,,,
12/1/2005,9.88E-06,4.38E-06,0.751850079,,,,
1/1/2006,8.54E-06,6.06E-06,0.769776378,42.89026736,,,
2/1/2006,1.50E-05,1.10E-05,1.238173228,,,,
3/1/2006,1.58E-05,1.57E-05,1.660818898,,,,
4/1/2006,1.63E-05,2.71E-05,2.214425197,,,,
5/1/2006,3.86E-05,3.77E-05,4.022872441,,,,
6/1/2006,4.50E-05,3.54E-05,4.102299213,,,,
7/1/2006,3.59E-05,2.61E-05,3.268913386,,,,
8/1/2006,2.07E-05,1.60E-05,1.934985827,,,,
9/1/2006,1.13E-05,6.25E-06,0.895464567,,,,
10/1/2006,7.59E-06,5.84E-06,0.708088819,,,,
11/1/2006,5.04E-06,3.74E-06,0.447987402,,,,
12/1/2006,6.48E-06,2.97E-06,0.498245669,,,,
1/1/2007,6.31E-06,3.21E-06,0.501936378,24.57400579,,,
2/1/2007,1.05E-05,6.29E-06,0.799574173,,,,
3/1/2007,1.93E-05,1.15E-05,1.623911811,,,,
4/1/2007,1.87E-05,1.34E-05,1.637858268,,,,
5/1/2007,2.39E-05,1.70E-05,2.156428346,,,,
6/1/2007,1.87E-05,1.41E-05,1.673574803,,,,
7/1/2007,1.39E-05,8.29E-06,1.169954646,,,,
8/1/2007,9.14E-06,5.56E-06,0.775048819,,,,
9/1/2007,6.60E-06,6.28E-06,0.657184252,,,,
10/1/2007,5.44E-06,4.62E-06,0.530407559,,,,
11/1/2007,3.83E-06,3.10E-06,0.353593701,,,,
12/1/2007,7.32E-06,3.58E-06,0.574696063,,,,
1/1/2008,1.08E-05,5.83E-06,0.876806929,32.74902106,,,
2/1/2008,9.15E-06,7.00E-06,0.79656378,,,,
3/1/2008,1.70E-05,1.86E-05,1.876988976,,,,
4/1/2008,2.80E-05,2.49E-05,2.699149606,,,,
5/1/2008,2.93E-05,2.24E-05,2.725851969,,,,
6/1/2008,3.21E-05,2.49E-05,2.908346457,,,,
7/1/2008,1.93E-05,1.79E-05,1.961348031,,,,
8/1/2008,8.82E-06,5.79E-06,0.770303622,,,,
9/1/2008,4.44E-06,2.07E-06,0.33216378,,,,
10/1/2008,5.32E-06,4.23E-06,0.50351811,,,,
11/1/2008,8.21E-06,5.34E-06,0.691370079,,,,
12/1/2008,5.61E-06,3.87E-06,0.499827402,,,,
1/1/2009,9.87E-06,4.36E-06,0.750268346,35.0266859,,,
2/1/2009,1.16E-05,7.59E-06,0.913867087,,,,
3/1/2009,1.79E-05,1.64E-05,1.808447244,,,,
4/1/2009,2.59E-05,2.17E-05,2.428724409,,,,
5/1/2009,3.47E-05,2.43E-05,3.110740157,,,,
6/1/2009,2.82E-05,1.99E-05,2.45423622,,,,
7/1/2009,2.69E-05,2.01E-05,2.478047244,,,,
8/1/2009,1.34E-05,1.07E-05,1.270658268,,,,
9/1/2009,6.60E-06,4.07E-06,0.544422047,,,,
10/1/2009,8.06E-06,6.30E-06,0.75712252,,,,
11/1/2009,8.37E-06,5.12E-06,0.688308661,,,,
12/1/2009,7.30E-06,3.98E-06,0.594731339,,,,
1/1/2010,7.99E-06,4.83E-06,0.675926929,38.70107568,,,
2/1/2010,1.01E-05,8.04E-06,0.863863937,,,,
3/1/2010,1.73E-05,1.77E-05,1.845354331,,,,
4/1/2010,2.38E-05,2.43E-05,2.45423622,,,,
5/1/2010,2.99E-05,2.66E-05,2.978929134,,,,
6/1/2010,3.91E-05,2.71E-05,3.37776378,,,,
7/1/2010,3.43E-05,2.21E-05,2.973656693,,,,
8/1/2010,1.54E-05,1.08E-05,1.381379528,,,,
9/1/2010,6.67E-06,3.56E-06,0.521971654,,,,
10/1/2010,1.09E-05,8.54E-06,1.02496252,,,,
11/1/2010,1.08E-05,6.52E-06,0.883729134,,,,
12/1/2010,8.19E-06,4.77E-06,0.683308346,,,,
1/1/2011,7.11E-06,5.12E-06,0.644819528,43.38799983,,,
2/1/2011,1.39E-05,1.15E-05,1.2096,,,,
3/1/2011,1.31E-05,1.53E-05,1.497373228,,,,
4/1/2011,1.96E-05,3.00E-05,2.530771654,,,,
5/1/2011,3.21E-05,3.41E-05,3.490355906,,,,
6/1/2011,4.21E-05,3.68E-05,4.02576378,,,,
7/1/2011,3.89E-05,2.91E-05,3.585259843,,,,
8/1/2011,2.21E-05,1.90E-05,2.166973228,,,,
9/1/2011,1.11E-05,1.01E-05,1.081700787,,,,
10/1/2011,9.91E-06,7.92E-06,0.94007622,,,,
11/1/2011,6.76E-06,4.32E-06,0.565341732,,,,
12/1/2011,3.01E-06,1.95E-06,0.261513071,,,,
1/1/2012,5.73E-06,3.75E-06,0.499827402,25.41510821,,,
2/1/2012,1.15E-05,5.87E-06,0.856737638,,,,
3/1/2012,1.48E-05,1.12E-05,1.370834646,,,,
4/1/2012,2.39E-05,1.60E-05,2.03584252,,,,
5/1/2012,2.57E-05,1.76E-05,2.282966929,,,,
6/1/2012,2.01E-05,1.56E-05,1.821543307,,,,
7/1/2012,1.15E-05,6.68E-06,0.958529764,,,,
8/1/2012,9.56E-06,9.18E-06,0.988055433,,,,
9/1/2012,3.32E-06,3.12E-06,0.328592126,,,,
10/1/2012,4.28E-06,4.44E-06,0.45975685,,,,
11/1/2012,6.56E-06,4.45E-06,0.561770079,,,,
12/1/2012,9.38E-06,5.00E-06,0.758177008,,,,
1/1/2013,8.32E-06,4.54E-06,0.678035906,27.45593559,,,
2/1/2013,1.39E-05,9.10E-06,1.095307087,,,,
3/1/2013,1.86E-05,1.42E-05,1.72936063,,,,
4/1/2013,2.61E-05,1.76E-05,2.229732283,,,,
5/1/2013,2.40E-05,1.69E-05,2.156428346,,,,
6/1/2013,2.09E-05,1.62E-05,1.892976378,,,,
7/1/2013,1.45E-05,1.08E-05,1.333927559,,,,
8/1/2013,8.14E-06,7.61E-06,0.830409449,,,,
9/1/2013,5.60E-06,5.53E-06,0.567892913,,,,
10/1/2013,5.31E-06,4.31E-06,0.507208819,,,,
11/1/2013,4.26E-06,3.02E-06,0.371451969,,,,
12/1/2013,6.09E-06,3.38E-06,0.499300157,,,,
1/1/2014,3.66E-06,2.81E-06,0.341126929,24.35063501,,,
2/1/2014,1.07E-05,6.64E-06,0.825766299,,,,
3/1/2014,1.64E-05,1.14E-05,1.465738583,,,,
4/1/2014,2.23E-05,1.50E-05,1.903181102,,,,
5/1/2014,2.15E-05,1.67E-05,2.014072441,,,,
6/1/2014,1.82E-05,1.63E-05,1.760314961,,,,
7/1/2014,1.33E-05,1.05E-05,1.254840945,,,,
8/1/2014,8.46E-06,6.71E-06,0.799829291,,,,
9/1/2014,5.44E-06,3.42E-06,0.452069291,,,,
10/1/2014,4.58E-06,3.65E-06,0.43392189,,,,
11/1/2014,6.30E-06,4.20E-06,0.535748031,,,,
12/1/2014,7.03E-06,3.41E-06,0.550442835,,,,
1/1/2015,5.52E-06,2.82E-06,0.439721575,26.4096566,,,
2/1/2015,1.10E-05,6.99E-06,0.85672063,,,,
3/1/2015,1.21E-05,8.55E-06,1.088759055,,,,
4/1/2015,1.41E-05,1.04E-05,1.25007874,,,,
5/1/2015,1.94E-05,1.45E-05,1.78735748,,,,
6/1/2015,2.38E-05,2.06E-05,2.265448819,,,,
7/1/2015,1.83E-05,1.67E-05,1.845354331,,,,
8/1/2015,1.16E-05,1.30E-05,1.297020472,,,,
9/1/2015,5.70E-06,4.44E-06,0.517379528,,,,
10/1/2015,6.68E-06,5.81E-06,0.658527874,,,,
11/1/2015,8.99E-06,5.19E-06,0.723514961,,,,
12/1/2015,8.43E-06,4.27E-06,1/0/1900,,,,
1/1/2016,8.28E-06,4.30E-06,0.663273071,35.91393513,,,
2/1/2016,1.04E-05,1.04E-05,1.025914961,,,,
3/1/2016,2.02E-05,1.68E-05,1.95080315,,,,
4/1/2016,2.71E-05,2.02E-05,2.413417323,,,,
5/1/2016,2.97E-05,2.17E-05,2.710034646,,,,
6/1/2016,3.89E-05,2.62E-05,3.321637795,,,,
7/1/2016,2.53E-05,1.99E-05,2.383143307,,,,
8/1/2016,1.09E-05,7.50E-06,0.970129134,,,,
9/1/2016,5.05E-06,2.73E-06,0.39696378,,,,
10/1/2016,8.63E-06,6.28E-06,0.786120945,,,,
11/1/2016,1.18E-05,6.88E-06,0.95312126,,,,
12/1/2016,8.24E-06,4.54E-06,0.673817953,,,,
1/1/2017,1.33E-05,6.79E-06,1.059233386,45.55839018,,,
2/1/2017,1.76E-05,1.15E-05,1.385801575,,,,
3/1/2017,1.45E-05,2.12E-05,1.882261417,,,,
4/1/2017,2.79E-05,3.42E-05,3.168566929,,,,
5/1/2017,3.68E-05,3.99E-05,4.043962205,,,,
6/1/2017,4.32E-05,4.12E-05,4.306393701,,,,
7/1/2017,2.88E-05,2.65E-05,2.915659843,,,,
8/1/2017,1.52E-05,1.70E-05,1.697725984,,,,
9/1/2017,8.66E-06,9.18E-06,0.910261417,,,,
10/1/2017,6.55E-06,4.32E-06,0.573114331,,,,
11/1/2017,6.75E-06,4.65E-06,0.581669291,,,,
12/1/2017,7.07E-06,3.62E-06,0.563623937,,,,
1/1/2018,7.25E-06,4.27E-06,0.607385197,33.35224031,,,
2/1/2018,9.08E-06,5.90E-06,0.713378268,,,,
3/1/2018,1.67E-05,1.21E-05,1.518462992,,,,
4/1/2018,2.73E-05,2.38E-05,2.607307087,,,,
5/1/2018,3.10E-05,2.22E-05,2.804938583,,,,
6/1/2018,3.55E-05,2.34E-05,3.005291339,,,,
7/1/2018,2.19E-05,1.73E-05,2.06679685,,,,
8/1/2018,1.37E-05,1.40E-05,1.460466142,,,,
9/1/2018,5.89E-06,3.68E-06,0.488296063,,,,
10/1/2018,5.70E-06,4.71E-06,0.548861102,,,,
11/1/2018,4.51E-06,2.43E-06,0.354103937,,,,
12/1/2018,1.03E-05,4.08E-06,0.758177008,,,,
1/1/2019,1.06E-05,4.75E-06,0.809319685,40.6319999,,,
2/1/2019,2.03E-05,1.06E-05,1.47152126,,,,
3/1/2019,2.02E-05,1.64E-05,1.929713386,,,,
4/1/2019,2.62E-05,2.92E-05,2.826708661,,,,
5/1/2019,2.93E-05,2.65E-05,2.942022047,,,,
6/1/2019,4.28E-05,3.15E-05,3.791055118,,,,
7/1/2019,3.41E-05,2.40E-05,3.063288189,,,,
8/1/2019,1.91E-05,1.44E-05,1.766267717,,,,
9/1/2019,7.98E-06,5.65E-06,0.695451969,,,,
10/1/2019,3.62E-06,2.29E-06,0.31160126,,,,
11/1/2019,2.85E-06,1.67E-06,0.230626772,,,,
12/1/2019,1.09E-05,3.24E-06,0.74552315,,,,
1/1/2020,8.28E-06,4.24E-06,0.660109606,25.59153633,,,
2/1/2020,9.27E-06,6.05E-06,0.755625827,,,,
3/1/2020,1.51E-05,8.94E-06,1.267494803,,,,
4/1/2020,2.43E-05,1.68E-05,2.097070866,,,,
5/1/2020,2.59E-05,1.92E-05,2.377870866,,,,
6/1/2020,2.16E-05,1.72E-05,1.979716535,,,,
7/1/2020,1.66E-05,1.29E-05,1.555370079,,,,
8/1/2020,8.41E-06,5.91E-06,0.755013543,,,,
9/1/2020,7.99E-07,1.03E-06,0.093322205,,,,
10/1/2020,5.01E-06,3.33E-06,0.439721575,,,,
11/1/2020,5.75E-06,3.16E-06,0.454620472,,,,
12/1/2020,7.28E-06,3.67E-06,0.577332283,,,,
1/1/2021,1.35E-05,7.73E-06,1.119339213,32.78337532,,,
2/1/2021,1.73E-05,1.13E-05,1.361990551,,,,
3/1/2021,2.29E-05,1.57E-05,2.035162205,,,,
4/1/2021,2.09E-05,1.61E-05,1.887874016,,,,
5/1/2021,7.22E-06,5.38E-06,0.664327559,,,,
6/1/2021,9.21E-06,6.05E-06,0.778620472,,,,
7/1/2021,1.19E-05,5.38E-06,0.911077795,,,,
8/1/2021,8.85E-06,6.15E-06,0.790866142,,,,
9/1/2021,1.35E-05,9.40E-06,1.168440945,,,,
10/1/2021,1.85E-05,1.40E-05,1.713543307,,,,
11/1/2021,2.30E-05,1.78E-05,2.08176378,,,,
12/1/2021,2.28E-05,1.67E-05,2.082614173,,,,
1/1/2022,1.85E-05,1.46E-05,1.745177953,18.07382471,,,
2/1/2022,1.33E-05,8.02E-06,1.015302047,,,,
3/1/2022,1.27E-05,1.35E-05,1.381379528,,,,
4/1/2022,3.78E-06,2.02E-06,0.295937008,,,,
5/1/2022,1.84E-05,1.61E-05,1.818992126,,,,
6/1/2022,1.59E-05,1.47E-05,1.561322835,,,,
7/1/2022,1.05E-05,7.85E-06,0.967492913,,,,
8/1/2022,4.77E-06,2.42E-06,0.379088504,,,,
